url,name,description,short-description,details,category,application,advantages,features,finish_type_sheen,substrate,recommended_uses,price,packaging,technical_specs,base_type,coverage,voc_content,suitable_surfaces,application_instructions,drying_time,recoat_time,cleanup,brand,tools_required,color_options,spread_rate,preparation_instructions,safety_precautions,storage_instructions,warranty,product_number,coats_required,temperature_range,humidity_range
https://calycopaints.com/product/CalmMatte,CalmMatte,Ultra-calm interior paint for tranquil spaces,"A muted, minimal designer paint ideal for bedrooms and retreat zones.","Formulated to mute glare, soften visuals, and harmonize tones.",Interior,"Bedrooms, meditation rooms, lounges",Low Glare | Ultra Low VOC | Soothing Color Base,"Color-harmonizing, ultra-flat finish, non-distracting",Ultra Flat,"Drywall, plaster, POP",Private interior spaces needing softness,599,"1L, 4L, 10L",Low-sheen anti-glare emulsion,Water-based,100–120 sq. ft./Ltr,Trace VOC,Interior walls and ceilings,"Apply with brush, roller, or sprayer",1 hour,2–4 hours,Soap & Water,Calyco,"Brush, roller, spray",Neutral tones,10–12m² per L,Clean and dry surface required,Ventilate area,Store cool & sealed,5 years,C22INT001,2 coats,5–35°C,Below 80%
https://calycopaints.com/product/puretone,PureTone,Crisp neutral interior paint with brilliant clarity and balance,"Great for clean, open interiors with architectural definition.","Neutral yet luminous, PureTone enhances light and color control in your home.",Interior,"Living rooms, hallways, offices",High Clarity | Washable | Design-Grade Finish,"Balance of warmth and light, fine pigment suspension",Soft Matte,"Plaster, wood, drywall","Large clean spaces, open-plan homes",599,"1L, 4L, 10L",Balanced neutral emulsion paint,Water-based,100–125 sq. ft./Ltr,Low VOC,Interior walls and ceilings,"Brush, roller, or sprayer",1 hour,2–3 hours,Soap & Water,Calyco,Standard tools,"Whites, greys, neutrals",9–12m²/L,"Smooth surface, free from dust","Use gloves, ventilate","Cool storage, avoid sun",5 years,C22INT002,2 coats,5–35°C,Below 80%
https://calycopaints.com/product/defense-wood,WoodDefense,Rich color stain + sealer for all wood protection needs,"Protects and covers aged, stained, or mismatched wood","Perfect for fences, decks, and outdoor cladding.",Wood Coatings,Exterior wooden surfaces,Solid Color | Long-Term Protection | Waterproof,"Flexible film, Covers flaws, Great adhesion","Flat, Dead Flat","Hardwood, Softwood, Ply","Fencing, decks, sheds",495,"1L, 4L, 10L",Acrylic wood stain with weather-grade binder,Water-based,85–105 sq. ft./Ltr,Low VOC,Weather-exposed wood,"Roller, brush, or pad",2 hrs,6 hrs,Soap & Water,Calyco,"Brush, Roller",16 wood tones,85–105 sq. ft./Ltr,Surface prep + light sanding,No open flames nearby,"Keep sealed, dry",3 years,DEF-WOOD,2 coats,15°C–35°C,<75% RH
https://calycopaints.com/product/defense-deck,DeckDefense,Heavy-duty resurfacing coating for damaged wood decks,"Repairs cracks, seals splinters, and protects surfaces",Built for tough conditions and aged timber.,Wood Coatings,Deck restoration,Fills Cracks | Slip Resistant | Resurfacing,"Textured grip, Fungal safe, Flexible fill",Textured Matte,Rough Timber,"Decks, ramps, outdoor walkways",545,"4L, 10L",Thick elastomeric deck repair coating,Water-based,60–80 sq. ft./Ltr,Low VOC,Aged or cracked deck surfaces,Roller or squeegee,2 hrs,8 hrs,Soap & Water,Calyco,Deck roller,6 colors,60–80 sq. ft./Ltr,"Remove flaking paint, clean wood","Use gloves/mask, ventilate well","Store off ground, away from heat",4 years,DEF-DECK,2 coats,15°C–35°C,<80% RH
https://calycopaints.com/product/defense-masonry,FortifyDefense,"Multi-surface stain & sealer for concrete, pavers, and masonry","Protect, color, and waterproof your surfaces",Professional-grade for exteriors and floors,Floor Coatings,"Masonry sealing, Concrete protection",Stain + Seal | UV-Proof | Breathable,"Waterproofs without peeling, Anti-algae","Flat, Dead Flat","Concrete, paver, brick","Stone driveways, basements, walls",499,"4L, 10L, 20L",Acrylic-siloxane blend for high durability,Water-based,90–110 sq. ft./Ltr,Low VOC,Exposed masonry/concrete,"Brush, roller, spray",2 hrs,4 hrs,Soap & Water,Calyco,Roller,8 neutral tones,90–110 sq. ft./Ltr,"Etch smooth concrete, clean dust","Wear gloves, mask optional","Keep upright, sealed, no frost",5 years,DEF-MAS,2 coats,12°C–45°C,<80% RH
https://calycopaints.com/product/defense-floor,FloorDefense,Tough coating for industrial floors & commercial interiors,"Impact-resistant, easy-to-clean floor protection","Designed for factories, garages, shops",Floor Coatings,Interior floors,Impact Resistant | Satin Finish | Easy Maintenance,"Stain-resistant, Abrasion-tough",Low Sheen,Smooth Concrete,"Warehouses, basements, garages",575,"4L, 10L",Polyacrylic floor topcoat,Water-based,75–100 sq. ft./Ltr,Low VOC,Interior floors only,Roller or pad,1.5 hrs,4 hrs,Soap & Water,Calyco,Roller,6 neutral colors,75–100 sq. ft./Ltr,Degrease and clean well,"Non-toxic, avoid eye contact","Store in shade, avoid heat",4 years,DEF-FLR,2 coats,15°C–35°C,<75% RH
https://calycopaints.com/product/defense-rapid,QuickDefense,Fast-drying floor enamel for time-sensitive projects,Quick-cure coating for rapid re-use of spaces,Best for tight turnaround jobs,Floor Coatings,Retail and warehouse flooring,Fast Dry | Hard Cure | Scuff Resistant,"Walkable in 4 hours, Satin finish",Semi-Gloss,"Concrete, tiles","Garages, showrooms, shops",495,"1L, 4L, 10L",Acrylic polyurethane hybrid,Water-based,80–100 sq. ft./Ltr,Low VOC,Indoor concrete or sealed tile,"Brush, Roller",1 hr,2–3 hrs,Soap & Water,Calyco,Roller,Neutral greys,80–100 sq. ft./Ltr,Clean & prime surface,No spraying near heat sources,Keep sealed tightly,3 years,DEF-RAPID,2 coats,15°C–40°C,<75% RH
https://calycopaints.com/product/defense-steel,SteelDefense,Anti-corrosive coating for direct-to-metal applications,"Stops rust, seals steel, and resists harsh environments","Excellent for industrial, railing, metal doors",Floor Coatings,Steel protection,Anti-Rust | Flexible Film | Direct-to-Metal,"No primer needed, Long-term barrier",Dead Flat,Bare/painted steel,"Metal structures, fences, railings",525,"1L, 4L, 10L",Advanced rust-inhibiting resin system,Water-based,90–100 sq. ft./Ltr,Low VOC,"GI, MS, coated steel",Brush or spray,1 hr,3 hrs,Soap & Water,Calyco,Brush,metal tones,90–100 sq. ft./Ltr,"Remove rust & dust, mask off","Wear gloves, ventilate well","Keep indoors, sealed",4 years,DEF-STEEL,2 coats,15°C–35°C,<80% RH
https://calycopaints.com/product/defense-flex,FlexDefense,High-flexibility coating for concrete + metal junctions,Ideal for waterproofing transitions & expansion zones,Stretches without cracking,Industrial Coating,Joint & multi-surface areas,Highly Flexible | Crack-Bridging | Waterproof,"Low sheen finish, Breathable",Flat,"Plaster, metal, junctions","Exteriors, frames, window corners",575,"1L, 4L",High-elongation elastomeric emulsion,Water-based,70–90 sq. ft./Ltr,Low VOC,Masonry-metal junctions,"Brush, Roller",1.5 hr,3 hrs,Soap & Water,Calyco,Brush,white/grey,70–90 sq. ft./Ltr,Mask clean dry areas,Avoid contact with eyes,"Keep cool, not under sun",5 years,DEF-FLEX,2 coats,15°C–40°C,<85% RH
https://calycopaints.com/product/defense-shield,StainDefense,Multi-surface barrier coat,"Stain-blocking, waterproofing topcoat for every job",Pro contractors’ go-to for durability,Industrial Coating,General topcoat/multi-surface,All-in-One | Breathable | Adhesive,"Flexible, anti-mold, Strong film",Flat,"Wood, metal, plaster, concrete",Multi-surface sealing,575,"1L, 4L, 10L",Multi-polymer topcoat,Water-based,90–110 sq. ft./Ltr,Low VOC,Multiple substrates,"Brush, Roller",1 hr,3–4 hrs,Soap & Water,Calyco,Brush,Clear & tinted,90–110 sq. ft./Ltr,"Ensure clean, stable surface",Use PPE when brushing,"Store flat, sealed",4 years,DEF-SHIELD,2 coats,10°C–40°C,<80% RH
https://calycopaints.com/product/defense-thermo,ThermoDefense,"Heat-resistant coating for roofs, tanks & pipes",Reduces heat absorption and thermal degradation,Engineered for industrial & rooftop use,Industrial Coating,Heat-prone outdoor surfaces,Reflective | Heat-Blocking | Anti-Peel,"Thermal shield, Dust resistant",Matte,"Metal, concrete, cement fiber","Roofs, tanks, pipelines",595,"1L, 4L",Aluminum pigment ceramic matrix,Water-based,80–90 sq. ft./Ltr,Low VOC,Sun-exposed surfaces,"Brush, Roller, Spray",1 hr,4 hrs,Soap & Water,Calyco,Roller,silver tone,80–90 sq. ft./Ltr,Clean and degrease well,No open flames,"Store sealed, away from heat",4 years,DEF-THERMO,2 coats,15°C–45°C,<75% RH
https://calycopaints.com/product/defense-multisurface,DEFENSE,ultimate multi-surface coating for all environments,"The one coating every surface can trust. Waterproof, UV-stable, breathable, and flexible.",Multi-surface topcoat & protection,Stain & Sealer,All-in-One | Waterproof | Breathable | UV-Resist,"Flexible barrier film, Anti-fungal, Crack-bridging, Long-lasting durability",,"Flat, Dead Flat","Wood, metal, concrete, plaster, brick, tile, masonry",Any exterior/interior surface,599,"1L, 4L, 10L, 20L",Advanced multi-polymer composite,Water-based,85–110 sq. ft./Ltr,Low VOC,Interior & exterior surfaces,"Roller, Brush, Spray",1 hr,4 hrs,Soap & Water,Calyco,"Brush, Roller, Spray",Clear + tinted neutrals,85–110 sq. ft./Ltr,"Clean & dry surfaces, mask edges","Wear PPE, ventilate well","Keep sealed, away from sun",5 years,DEFENSE,2 coats,12°C–45°C,<80% RH
https://calycopaints.com/product/silktouch,SilkTouch,"Smooth-sheen interior wall paint that delivers a soft, refined silk-like finish.",Soft mid-sheen elegance for interior walls with excellent washability,Perfect for bedrooms and interiors needing soft glow with durability,Interior,Interior wall decoration,"Scuff resistant, Washable, Low VOC","Mid-sheen, premium aesthetic",Silk Sheen / Low Lustre,"Plaster, drywall, concrete, wood, masonry","Interior living areas, bedrooms, corridors",495,"1L×18, 4L×4, 20L×1","Sheen: 15–25 @60°, VOC: ~10 g/L, Opacity: ≥0.98, Solids: ~55%",Water-based,85–105 sq. ft./Ltr,Low VOC,"Interior plaster, masonry, wood","Apply 2 coats by brush, roller, or spray",1 hour,3–4 hours,Soap & Water,Calyco,"Brush, Roller, Spray","Soft tone pastels, neutrals",85–105 sq. ft./Ltr,"Clean, dry, dust-free substrate","Non-toxic, low odor","Store sealed in cool, dry area",4 years,SILKTOUCH,2 coats,15°C–35°C,<75% RH
https://calycopaints.com/product/primedefense,PrimeDefense,Heavy-duty water-based acrylic primer for multi-surface bonding and sealing.,Universal primer that seals pores and improves topcoat adhesion,"Essential primer for interior and exterior walls, wood, plaster",Primers,Substrate priming & sealing,"Alkali-resistant, stain-blocking, adhesive","Fast drying, Interior/Exterior use",Matt,"Concrete, plaster, MDF, wood, GI steel",Primer coat before any Calyco topcoat,375,"1L×18, 4L×4, 20L×1","Coverage: 90–110 sq. ft./Ltr, Solids ~30%",Water-based,90–110 sq. ft./Ltr,Low VOC,"Plaster, drywall, metal, MDF, wood","Apply 1 coat with brush, roller, or spray",1 hour,2–3 hours,Soap & Water,Calyco,"Brush, Roller, Spray",White/Base,90–110 sq. ft./Ltr,"Remove chalk, dust, oil","Use gloves, ventilated area","Keep away from frost, tightly sealed",3 years,PRIMEDEF,1 coat,12°C–40°C,<80% RH
https://calycopaints.com/product/hydroclear,HydroClear Shield,"Transparent waterproofing coating for masonry, tile, and concrete without altering look.",Invisible water-repellent that preserves natural surface aesthetics,Penetrating siloxane-based protection for porous surfaces,Industrial Coating,"Masonry, brick, tile waterproofing","Deep-seal breathable barrier, invisible finish","Anti-algae, Waterproofs without film",Flat (Clear),"Concrete, stone, brick, plaster","Stone walls, historic brickwork, tile facades",525,"1L×18, 4L×4, 10L×1","Siloxane emulsion, Coverage: 75–90 sq. ft./Ltr",Water-based,75–90 sq. ft./Ltr,<20 g/L,"Exposed brick, concrete, natural stone",Spray or brush 2 wet-on-wet coats,2 hours,6 hours,Soap & Water,Calyco,"Sprayer, Brush",Clear,75–90 sq. ft./Ltr,"Clean well, remove moss or efflorescence","Avoid eye contact, wear mask during spray","Store upright, away from heat",5 years,HYDRCLR,2 coats,15°C–40°C,<80% RH
